product, band, modis_date, dt, value_min, value_max, value_sum, value_range, value_mean, value_variance, value_standard_deviation, pixels_total, pixels_pass_qa, pixels_pass_qa_per_cent, proc_date, value_center
MCD15A3H,Lai_500m,A2016285,11/10/2016,1.5,5,1139.3004,3.5,3.9422,0.6721,0.8198,289,289,100,2.01629E+12,4.3
MCD15A3H,Lai_500m,A2016289,15/10/2016,0.5,4.6,415.4001,4.1,1.4996,0.5484,0.7405,289,277,95.85,2.01629E+12,1.1
MCD15A3H,Lai_500m,A2016293,19/10/2016,0.9,4.3,518.2001,3.4,1.7931,0.1422,0.3771,289,289,100,2.0163E+12,1.5
MCD15A3H,Lai_500m,A2016297,23/10/2016,1.2,4.2,614.7001,3,2.127,0.3841,0.6198,289,289,100,2.0163E+12,1.4
MCD15A3H,Lai_500m,A2016301,27/10/2016,0.8,1.7,362.1,0.9,1.2529,0.0232,0.1523,289,289,100,2.01631E+12,1
MCD15A3H,Lai_500m,A2016305,31/10/2016,0.3,0.9,40.9,0.6,0.5928,0.0131,0.1146,289,69,23.88,2.01631E+12,F
MCD15A3H,Lai_500m,A2016309,04/11/2016,0.8,1.2,271.4996,0.4,0.9394,0.0054,0.0732,289,289,100,2.01631E+12,0.8
MCD15A3H,Lai_500m,A2016313,08/11/2016,0.7,1.3,243.7997,0.6,0.8436,0.01,0.1,289,289,100,2.01632E+12,0.7
MCD15A3H,Lai_500m,A2016317,12/11/2016,0.5,1.5,210.0996,1,0.727,0.0094,0.0972,289,289,100,2.01633E+12,0.5
MCD15A3H,Lai_500m,A2016321,16/11/2016,0.5,1.3,196.7997,0.8,0.681,0.0092,0.0957,289,289,100,2.01633E+12,0.5
MCD15A3H,Lai_500m,A2016325,20/11/2016,0.5,0.9,182.4998,0.4,0.6315,0.0098,0.0988,289,289,100,2.01634E+12,0.5
MCD15A3H,Lai_500m,A2016329,24/11/2016,0.5,0.9,169.8,0.4,0.5875,0.0099,0.0994,289,289,100,2.01634E+12,0.5
MCD15A3H,Lai_500m,A2016333,28/11/2016,0.3,0.7,146.3,0.4,0.5062,0.0017,0.0411,289,289,100,2.01634E+12,0.5
MCD15A3H,Lai_500m,A2016337,02/12/2016,0.2,0.6,77.1,0.4,0.3281,0.0042,0.0651,289,235,81.31,2.01634E+12,0.3
MCD15A3H,Lai_500m,A2016341,06/12/2016,0.1,0.6,68.4,0.5,0.3403,0.0095,0.0973,289,201,69.55,2.01635E+12,F
MCD15A3H,Lai_500m,A2016345,10/12/2016,0.1,0.3,1.6,0.2,0.2,0.005,0.0707,289,8,2.77,2.01635E+12,F
MCD15A3H,Lai_500m,A2016349,14/12/2016,0.1,4.5,85.8,4.4,0.6976,0.6913,0.8314,289,123,42.56,2.01636E+12,0.5
MCD15A3H,Lai_500m,A2016353,18/12/2016,0.3,0.8,134.9001,0.5,0.4668,0.0044,0.0661,289,289,100,2.01636E+12,0.4
MCD15A3H,Lai_500m,A2016357,22/12/2016,0.3,0.5,141.5,0.2,0.4896,0.001,0.0316,289,289,100,2.01636E+12,0.5
MCD15A3H,Lai_500m,A2016361,26/12/2016,0.4,0.8,150.3,0.4,0.5201,0.0039,0.0624,289,289,100,2.01701E+12,0.5
MCD15A3H,Lai_500m,A2016365,30/12/2016,0.3,0.9,132.3001,0.6,0.4578,0.0078,0.0881,289,289,100,2.01701E+12,0.4
MCD15A3H,Lai_500m,A2017001,01/01/2017,0.3,0.8,148.4001,0.5,0.5135,0.0044,0.0665,289,289,100,2.01701E+12,0.5
MCD15A3H,Lai_500m,A2017005,05/01/2017,0.2,0.7,144.6999,0.5,0.5186,0.0069,0.083,289,279,96.54,2.01702E+12,0.5
MCD15A3H,Lai_500m,A2017009,09/01/2017,0.1,0.1,0.7,0,0.1,0,0,289,7,2.42,2.01702E+12,F
MCD15A3H,Lai_500m,A2017013,13/01/2017,0,0,0,0,0,0,0,289,0,0,2.01702E+12,F
MCD15A3H,Lai_500m,A2017017,17/01/2017,0.2,0.2,0.2,0,0.2,0,0,289,1,0.35,2.01702E+12,F
MCD15A3H,Lai_500m,A2017021,21/01/2017,0.1,0.2,0.3,0.1,0.15,0.0025,0.05,289,2,0.69,2.01703E+12,F
MCD15A3H,Lai_500m,A2017025,25/01/2017,0.1,0.6,19.5,0.5,0.2241,0.0244,0.1561,289,87,30.1,2.01703E+12,F
MCD15A3H,Lai_500m,A2017029,29/01/2017,0.4,0.7,147.6,0.3,0.5107,0.0012,0.0341,289,289,100,2.01704E+12,0.5
MCD15A3H,Lai_500m,A2017033,02/02/2017,0.4,0.7,146.9,0.3,0.5083,0.001,0.0311,289,289,100,2.01704E+12,0.5
MCD15A3H,Lai_500m,A2017037,06/02/2017,0.4,0.7,154.7,0.3,0.5353,0.0026,0.0506,289,289,100,2.01705E+12,0.5
MCD15A3H,Lai_500m,A2017041,10/02/2017,0.3,0.7,151.5,0.4,0.5242,0.0041,0.0642,289,289,100,2.01705E+12,0.5
MCD15A3H,Lai_500m,A2017045,14/02/2017,0.4,0.7,151.1,0.3,0.5228,0.002,0.0452,289,289,100,2.01705E+12,0.5
MCD15A3H,Lai_500m,A2017049,18/02/2017,0.4,0.7,147.6,0.3,0.5107,0.0014,0.0371,289,289,100,2.01706E+12,0.5
MCD15A3H,Lai_500m,A2017053,22/02/2017,0.1,0.4,34.9,0.3,0.3231,0.0053,0.0728,289,108,37.37,2.01706E+12,0.3
MCD15A3H,Lai_500m,A2017057,26/02/2017,0.5,0.9,157.7001,0.4,0.5457,0.0052,0.0725,289,289,100,2.01707E+12,0.5
MCD15A3H,Lai_500m,A2017061,02/03/2017,0.7,1.1,232.1999,0.4,0.8035,0.0072,0.0848,289,289,100,2.01707E+12,0.7
MCD15A3H,Lai_500m,A2017065,06/03/2017,0.3,0.9,194.1999,0.6,0.672,0.0093,0.0964,289,289,100,2.01707E+12,0.7
MCD15A3H,Lai_500m,A2017069,10/03/2017,0.7,1,243.7998,0.3,0.8436,0.0051,0.0713,289,289,100,2.01708E+12,0.7
MCD15A3H,Lai_500m,A2017073,14/03/2017,0.6,1.3,225.2,0.7,0.7792,0.007,0.0839,289,289,100,2.01708E+12,0.7
MCD15A3H,Lai_500m,A2017077,18/03/2017,0.3,1,156.3999,0.7,0.5412,0.0149,0.1223,289,289,100,2.01708E+12,0.7
MCD15A3H,Lai_500m,A2017081,22/03/2017,0.5,1.1,209.8001,0.6,0.726,0.0111,0.1052,289,289,100,2.01709E+12,0.8
MCD15A3H,Lai_500m,A2017085,26/03/2017,0.4,1.1,177.4,0.7,0.6138,0.0112,0.1056,289,289,100,2.01709E+12,0.6
MCD15A3H,Lai_500m,A2017089,30/03/2017,0.4,1.2,223.8997,0.8,0.7829,0.032,0.1788,289,286,98.96,2.0171E+12,0.7
MCD15A3H,Lai_500m,A2017093,03/04/2017,0.1,0.8,22.8,0.7,0.3619,0.0278,0.1666,289,63,21.8,2.0171E+12,F
MCD15A3H,Lai_500m,A2017097,07/04/2017,0.6,1.8,251.7,1.2,0.8709,0.0189,0.1377,289,289,100,2.0171E+12,0.9
MCD15A3H,Lai_500m,A2017101,11/04/2017,0.7,1.7,297.3,1,1.0287,0.0096,0.0979,289,289,100,2.01712E+12,1
MCD15A3H,Lai_500m,A2017105,15/04/2017,0.8,1.8,378.3996,1,1.3324,0.0172,0.1311,289,284,98.27,2.01712E+12,1.6
MCD15A3H,Lai_500m,A2017109,19/04/2017,0.3,1.2,18,0.9,0.8182,0.0642,0.2534,289,22,7.61,2.01712E+12,F
MCD15A3H,Lai_500m,A2017113,23/04/2017,1.4,6.8,907.5,5.4,3.1401,1.6555,1.2867,289,289,100,2.01712E+12,2
MCD15A3H,Lai_500m,A2017117,27/04/2017,0,0,0,0,0,0,0,289,0,0,2.01712E+12,F
MCD15A3H,Lai_500m,A2017121,01/05/2017,1.9,6.3,1278.2003,4.4,4.6821,0.4676,0.6838,289,273,94.46,2.01713E+12,5
MCD15A3H,Lai_500m,A2017125,05/05/2017,2.7,6.6,1461.5005,3.9,5.0571,0.2328,0.4825,289,289,100,2.01714E+12,5.3
MCD15A3H,Lai_500m,A2017129,09/05/2017,0.8,6.6,761.5002,5.8,3.083,2.269,1.5063,289,247,85.47,2.01714E+12,2.4
MCD15A3H,Lai_500m,A2017133,13/05/2017,2.9,6.9,1588.5992,4,5.5937,0.5631,0.7504,289,284,98.27,2.01714E+12,6
MCD15A3H,Lai_500m,A2017137,17/05/2017,0.9,6.6,434.4998,5.7,3.3423,2.9457,1.7163,289,130,44.98,2.01714E+12,F
MCD15A3H,Lai_500m,A2017141,21/05/2017,1.7,6.5,1027.9996,4.8,4.9662,0.4487,0.6699,289,207,71.63,2.01715E+12,5.3
MCD15A3H,Lai_500m,A2017145,25/05/2017,1,6.5,301.6,5.5,3.4667,2.725,1.6508,289,87,30.1,2.01715E+12,F
MCD15A3H,Lai_500m,A2017149,29/05/2017,0.9,6.8,325.8001,5.9,3.7448,3.5556,1.8856,289,87,30.1,2.01716E+12,F
MCD15A3H,Lai_500m,A2017153,02/06/2017,0.8,6.8,1088.7992,6,5.3112,1.6058,1.2672,289,205,70.93,2.01716E+12,4.6
MCD15A3H,Lai_500m,A2017157,06/06/2017,2.2,6.8,588.3998,4.6,5.3009,0.6704,0.8188,289,111,38.41,2.01716E+12,F
MCD15A3H,Lai_500m,A2017161,10/06/2017,0.9,6.9,1235.3998,6,5.0839,1.5761,1.2554,289,243,84.08,2.01717E+12,5.1
MCD15A3H,Lai_500m,A2017165,14/06/2017,0.5,6.7,650.6001,6.2,4.7489,2.988,1.7286,289,137,47.4,2.01717E+12,F
MCD15A3H,Lai_500m,A2017169,18/06/2017,0.8,6.8,427.3002,6,2.9267,3.8684,1.9668,289,146,50.52,2.01717E+12,1
MCD15A3H,Lai_500m,A2017173,22/06/2017,0.4,6.4,226.8999,6,2.7012,3.0201,1.7378,289,84,29.07,2.01718E+12,F
MCD15A3H,Lai_500m,A2017177,26/06/2017,0.7,6.8,362,6.1,3.549,4.4901,2.119,289,102,35.29,2.01719E+12,5.2
MCD15A3H,Lai_500m,A2017181,30/06/2017,1.6,6.8,154,5.2,4.4,2.3823,1.5435,289,35,12.11,2.01719E+12,F
MCD15A3H,Lai_500m,A2017185,04/07/2017,0.8,6.8,368.2999,6,3.683,3.1934,1.787,289,100,34.6,2.01719E+12,2.5
MCD15A3H,Lai_500m,A2017189,08/07/2017,0.7,6,295.4,5.3,3.4349,2.6013,1.6129,289,86,29.76,2.01719E+12,F
MCD15A3H,Lai_500m,A2017193,12/07/2017,0.7,6.6,1032.8,5.9,4.6945,0.7999,0.8944,289,220,76.12,2.0172E+12,4.6
MCD15A3H,Lai_500m,A2017197,16/07/2017,0.7,6.5,183.7,5.8,2.5514,2.6114,1.616,289,72,24.91,2.0172E+12,1.5
MCD15A3H,Lai_500m,A2017201,20/07/2017,1.2,6.6,527.7999,5.4,4.7125,1.6297,1.2766,289,112,38.75,2.01721E+12,F
MCD15A3H,Lai_500m,A2017205,24/07/2017,1,6.8,537.5999,5.8,3.6822,2.3109,1.5202,289,146,50.52,2.01721E+12,F
MCD15A3H,Lai_500m,A2017209,28/07/2017,0.7,6.7,1042.1998,6,4.9629,2.5113,1.5847,289,210,72.66,2.01721E+12,5.2
MCD15A3H,Lai_500m,A2017213,01/08/2017,0.6,6.4,621.1001,5.8,3.1055,2.2225,1.4908,289,200,69.2,2.01723E+12,4.9
MCD15A3H,Lai_500m,A2017217,05/08/2017,3.1,6.7,371.9,3.6,5.6348,0.3195,0.5653,289,66,22.84,2.01723E+12,F
MCD15A3H,Lai_500m,A2017221,09/08/2017,1.1,6.8,700.6005,5.7,4.0264,3.7047,1.9248,289,174,60.21,2.01723E+12,6.3
MCD15A3H,Lai_500m,A2017225,13/08/2017,0.5,6.5,760.5002,6,3.4257,2.8881,1.6994,289,222,76.82,2.01723E+12,2.3
MCD15A3H,Lai_500m,A2017229,17/08/2017,0.5,6.8,932.6998,6.3,4.0377,3.1501,1.7748,289,231,79.93,2.01723E+12,3.1
MCD15A3H,Lai_500m,A2017233,21/08/2017,0.6,6.7,760.3998,6.1,4.3954,2.3374,1.5289,289,173,59.86,2.01725E+12,1.4
MCD15A3H,Lai_500m,A2017237,25/08/2017,0.8,6.8,1608.8999,6,5.7256,0.9261,0.9623,289,281,97.23,2.01724E+12,6.1
MCD15A3H,Lai_500m,A2017241,29/08/2017,0.2,6.8,530.4999,6.6,2.2574,2.2068,1.4855,289,235,81.31,2.01725E+12,4.9
MCD15A3H,Lai_500m,A2017245,02/09/2017,3.2,6.8,1595.6006,3.6,5.5211,0.2815,0.5306,289,289,100,2.01725E+12,5
MCD15A3H,Lai_500m,A2017249,06/09/2017,3.4,6.8,1521.0001,3.4,5.263,0.2357,0.4855,289,289,100,2.01725E+12,6
MCD15A3H,Lai_500m,A2017253,10/09/2017,1.7,5.6,1410.9003,3.9,4.882,0.3764,0.6135,289,289,100,2.01726E+12,4.9
MCD15A3H,Lai_500m,A2017257,14/09/2017,1.3,6.3,1328.7003,5,4.6621,0.9702,0.985,289,285,98.62,2.01726E+12,4.9
MCD15A3H,Lai_500m,A2017261,18/09/2017,0.5,6,1350.6998,5.5,4.6737,0.3066,0.5538,289,289,100,2.01727E+12,4.7
MCD15A3H,Lai_500m,A2017265,22/09/2017,1.8,6.2,1419.6997,4.4,4.9125,0.3448,0.5872,289,289,100,2.01727E+12,5.3
MCD15A3H,Lai_500m,A2017269,26/09/2017,1.4,6.7,1341.3008,5.3,4.6412,0.3129,0.5593,289,289,100,2.01728E+12,4.9
MCD15A3H,Lai_500m,A2017273,30/09/2017,1.2,5.7,1112.5,4.5,3.8495,1.3592,1.1658,289,289,100,2.01728E+12,4.7
MCD15A3H,Lai_500m,A2017277,04/10/2017,0.5,5.6,461.8999,5.1,1.9408,0.7224,0.8499,289,238,82.35,2.01728E+12,2.1
MCD15A3H,Lai_500m,A2017281,08/10/2017,0,0,0,0,0,0,0,289,0,0,2.01729E+12,F
MCD15A3H,Lai_500m,A2017285,12/10/2017,1.3,5,1057.4005,3.7,3.6588,0.9109,0.9544,289,289,100,2.01729E+12,4.3
MCD15A3H,Lai_500m,A2017289,16/10/2017,1.1,4.5,1009.0007,3.4,3.4914,1.0647,1.0318,289,289,100,2.0173E+12,2.2
MCD15A3H,Lai_500m,A2017293,20/10/2017,1,4.6,762.5001,3.6,2.6384,0.9294,0.9641,289,289,100,2.0173E+12,2
MCD15A3H,Lai_500m,A2017297,24/10/2017,1,3.8,491.3998,2.8,1.7003,0.1721,0.4149,289,289,100,2.0173E+12,1.4
MCD15A3H,Lai_500m,A2017301,28/10/2017,0.3,2,216.9001,1.7,1.0529,0.1076,0.3281,289,206,71.28,2.01731E+12,1
MCD15A3H,Lai_500m,A2017305,01/11/2017,0.7,1.6,328.8,0.9,1.1377,0.0374,0.1933,289,289,100,2.01731E+12,0.9
MCD15A3H,Lai_500m,A2017309,05/11/2017,0.1,1.1,183.1998,1,0.6566,0.0263,0.1623,289,279,96.54,2.01731E+12,0.5
MCD15A3H,Lai_500m,A2017313,09/11/2017,0.7,0.9,217.1997,0.2,0.7516,0.0041,0.0639,289,289,100,2.01733E+12,0.7
MCD15A3H,Lai_500m,A2017317,13/11/2017,0.3,0.9,166.4998,0.6,0.5761,0.0154,0.124,289,289,100,2.01733E+12,0.5
MCD15A3H,Lai_500m,A2017321,17/11/2017,0.3,1,150.0999,0.7,0.5194,0.0106,0.1031,289,289,100,2.01733E+12,0.5
MCD15A3H,Lai_500m,A2017325,21/11/2017,0.5,1.2,187.9998,0.7,0.6505,0.0104,0.1019,289,289,100,2.01733E+12,0.5
MCD15A3H,Lai_500m,A2017329,25/11/2017,0.5,1,170.2,0.5,0.5889,0.0076,0.0873,289,289,100,2.01733E+12,0.5
MCD15A3H,Lai_500m,A2017333,29/11/2017,0.4,1,164.4,0.6,0.5689,0.0076,0.0872,289,289,100,2.01734E+12,0.5
MCD15A3H,Lai_500m,A2017337,03/12/2017,0.3,0.9,162.2999,0.6,0.5616,0.0129,0.1135,289,289,100,2.01734E+12,0.4
MCD15A3H,Lai_500m,A2017341,07/12/2017,0.3,1,151.1,0.7,0.5228,0.0065,0.0809,289,289,100,2.01735E+12,0.5
MCD15A3H,Lai_500m,A2017345,11/12/2017,0.3,0.8,152.2,0.5,0.5266,0.004,0.0635,289,289,100,2.01735E+12,0.5
MCD15A3H,Lai_500m,A2017349,15/12/2017,0.5,0.9,157.5,0.4,0.545,0.0051,0.0714,289,289,100,2.01735E+12,0.5
MCD15A3H,Lai_500m,A2017353,19/12/2017,0.5,0.9,149.5,0.4,0.5173,0.0027,0.0517,289,289,100,2.01736E+12,0.5
MCD15A3H,Lai_500m,A2017357,23/12/2017,0.2,0.7,85.8001,0.5,0.4469,0.0096,0.0978,289,192,66.44,2.018E+12,0.5
MCD15A3H,Lai_500m,A2017361,27/12/2017,0.2,1.2,138.5,1,0.5389,0.0154,0.124,289,257,88.93,2.018E+12,0.5
MCD15A3H,Lai_500m,A2017365,31/12/2017,0.1,1.3,141.5,1.2,0.5054,0.0186,0.1363,289,280,96.89,2.01801E+12,0.6
MCD15A3H,Lai_500m,A2018001,01/01/2018,0.1,1.3,146.9,1.2,0.5209,0.0109,0.1043,289,282,97.58,2.01801E+12,0.5
MCD15A3H,Lai_500m,A2018005,05/01/2018,0.2,0.7,144.8999,0.5,0.5638,0.0114,0.1068,289,257,88.93,2.01801E+12,0.7
MCD15A3H,Lai_500m,A2018009,09/01/2018,0.2,0.8,145.7,0.6,0.513,0.0067,0.0818,289,284,98.27,2.01801E+12,0.5
MCD15A3H,Lai_500m,A2018013,13/01/2018,0.1,4.1,30.3,4,0.4391,0.4618,0.6796,289,69,23.88,2.01802E+12,F
MCD15A3H,Lai_500m,A2018017,17/01/2018,0.1,1.4,104.7002,1.3,0.4381,0.0203,0.1424,289,239,82.7,2.01802E+12,0.4
MCD15A3H,Lai_500m,A2018021,21/01/2018,0,0,0,0,0,0,0,289,0,0,2.01803E+12,F
MCD15A3H,Lai_500m,A2018025,25/01/2018,0.5,0.7,152.3,0.2,0.527,0.0022,0.0467,289,289,100,2.01803E+12,0.5
MCD15A3H,Lai_500m,A2018029,29/01/2018,0.3,0.6,148.6,0.3,0.5142,0.0014,0.0377,289,289,100,2.01804E+12,0.5
MCD15A3H,Lai_500m,A2018033,02/02/2018,0.4,0.6,145.8,0.2,0.5045,0.0005,0.0223,289,289,100,2.01804E+12,0.5
MCD15A3H,Lai_500m,A2018037,06/02/2018,0.3,0.7,154.6,0.4,0.5349,0.0028,0.0525,289,289,100,2.01804E+12,0.5
MCD15A3H,Lai_500m,A2018041,10/02/2018,0.4,0.6,146.5,0.2,0.5069,0.0007,0.0267,289,289,100,2.01805E+12,0.5
MCD15A3H,Lai_500m,A2018045,14/02/2018,0,0,0,0,0,0,0,289,0,0,2.01805E+12,F
MCD15A3H,Lai_500m,A2018049,18/02/2018,0.2,0.5,99.7004,0.3,0.345,0.0028,0.0531,289,289,100,2.01806E+12,0.3
MCD15A3H,Lai_500m,A2018053,22/02/2018,0.1,0.6,103.8002,0.5,0.3604,0.0084,0.0918,289,288,99.65,2.01806E+12,0.3
MCD15A3H,Lai_500m,A2018057,26/02/2018,0.5,0.9,215.4001,0.4,0.7453,0.0063,0.0793,289,289,100,2.01806E+12,0.6
MCD15A3H,Lai_500m,A2018061,02/03/2018,0.5,1,203.9997,0.5,0.7059,0.0085,0.0923,289,289,100,2.01807E+12,0.7
MCD15A3H,Lai_500m,A2018065,06/03/2018,0.6,0.9,212.2998,0.3,0.7346,0.0043,0.0659,289,289,100,2.01807E+12,0.7
MCD15A3H,Lai_500m,A2018069,10/03/2018,0.5,1.3,192.9001,0.8,0.6675,0.0099,0.0997,289,289,100,2.01807E+12,0.6
MCD15A3H,Lai_500m,A2018073,14/03/2018,0.6,0.9,223.6002,0.3,0.7737,0.0051,0.0716,289,289,100,2.01808E+12,0.7
MCD15A3H,Lai_500m,A2018077,18/03/2018,0.5,0.9,173.6002,0.4,0.6007,0.0066,0.0811,289,289,100,2.01808E+12,0.5
MCD15A3H,Lai_500m,A2018081,22/03/2018,0.4,0.9,188.7,0.5,0.6529,0.0076,0.0872,289,289,100,2.01809E+12,0.6
MCD15A3H,Lai_500m,A2018085,26/03/2018,0,0,0,0,0,0,0,289,0,0,2.0181E+12,F
MCD15A3H,Lai_500m,A2018089,30/03/2018,0.2,2.1,193.4998,1.9,0.6695,0.0647,0.2545,289,289,100,2.01809E+12,0.6
MCD15A3H,Lai_500m,A2018093,03/04/2018,0.5,1.2,253.0999,0.7,0.8758,0.0072,0.085,289,289,100,2.0181E+12,0.9
MCD15A3H,Lai_500m,A2018097,07/04/2018,0.2,1.4,198.1999,1.2,0.7207,0.0559,0.2364,289,275,95.16,2.0181E+12,0.8
MCD15A3H,Lai_500m,A2018101,11/04/2018,0.6,1.2,216.5,0.6,0.7491,0.0106,0.1029,289,289,100,2.01811E+12,0.7
MCD15A3H,Lai_500m,A2018105,15/04/2018,0.7,1.5,243.0004,0.8,0.8408,0.0125,0.1119,289,289,100,2.01811E+12,0.8
MCD15A3H,Lai_500m,A2018109,19/04/2018,0.7,1.6,268.2994,0.9,0.9284,0.0101,0.1006,289,289,100,2.01811E+12,0.9
MCD15A3H,Lai_500m,A2018113,23/04/2018,0.6,1.4,217.5999,0.8,0.7529,0.0285,0.1689,289,289,100,2.01812E+12,0.8
MCD15A3H,Lai_500m,A2018117,27/04/2018,0.7,1.9,292.3999,1.2,1.0118,0.0156,0.1248,289,289,100,2.01812E+12,1
MCD15A3H,Lai_500m,A2018121,01/05/2018,0.6,1.9,315.5005,1.3,1.0917,0.0145,0.1203,289,289,100,2.01813E+12,1.2
MCD15A3H,Lai_500m,A2018125,05/05/2018,1.5,5.5,822.7998,4,2.8471,0.8895,0.9431,289,289,100,2.01813E+12,4.9
MCD15A3H,Lai_500m,A2018129,09/05/2018,2.1,6.7,1264.2007,4.6,4.3744,0.9158,0.957,289,289,100,2.01813E+12,5
MCD15A3H,Lai_500m,A2018133,13/05/2018,0.8,6.8,723.4999,6,4.7599,3.0624,1.75,289,152,52.6,2.01815E+12,F
MCD15A3H,Lai_500m,A2018137,17/05/2018,0.8,6,50.1,5.2,1.67,1.9474,1.3955,289,30,10.38,2.01814E+12,F
MCD15A3H,Lai_500m,A2018141,21/05/2018,2.5,6.8,849.9005,4.3,5.1509,0.3134,0.5598,289,165,57.09,2.01815E+12,5
MCD15A3H,Lai_500m,A2018145,25/05/2018,1.1,6.6,939.6996,5.5,4.8689,1.2297,1.1089,289,193,66.78,2.01815E+12,F
MCD15A3H,Lai_500m,A2018149,29/05/2018,0.8,6.6,281.1001,5.8,3.5582,4.2558,2.063,289,79,27.34,2.01816E+12,1
MCD15A3H,Lai_500m,A2018153,02/06/2018,4,6.8,771.2999,2.8,5.4317,0.4386,0.6623,289,142,49.13,2.01816E+12,F
MCD15A3H,Lai_500m,A2018157,06/06/2018,3.2,6.9,342.2001,3.7,5.3469,0.3484,0.5903,289,64,22.15,2.01816E+12,F
MCD15A3H,Lai_500m,A2018161,10/06/2018,1.2,2.1,12.5,0.9,1.5625,0.0723,0.269,289,8,2.77,2.01817E+12,F
MCD15A3H,Lai_500m,A2018165,14/06/2018,0.7,6.8,899.0001,6.1,5.0791,0.7423,0.8616,289,177,61.25,2.01817E+12,5.2
MCD15A3H,Lai_500m,A2018169,18/06/2018,1.1,6.7,447.1001,5.6,4.7564,1.292,1.1367,289,94,32.53,2.01818E+12,F
MCD15A3H,Lai_500m,A2018173,22/06/2018,0.8,6.5,402.9,5.7,3.874,2.525,1.589,289,104,35.99,2.01818E+12,F
MCD15A3H,Lai_500m,A2018177,26/06/2018,1.5,6.9,614.7001,5.4,4.7651,1.6968,1.3026,289,129,44.64,2.01819E+12,F
MCD15A3H,Lai_500m,A2018181,30/06/2018,0.8,6.8,565.8,6,4.715,2.7564,1.6603,289,120,41.52,2.01819E+12,F
MCD15A3H,Lai_500m,A2018185,04/07/2018,0.3,6.5,394.6,6.2,3.1317,3.6639,1.9141,289,126,43.6,2.01819E+12,1.3
MCD15A3H,Lai_500m,A2018189,08/07/2018,1,6.8,697.7999,5.8,4.3074,2.2788,1.5096,289,162,56.06,2.0182E+12,F
MCD15A3H,Lai_500m,A2018193,12/07/2018,4.6,6.7,237.1,2.1,5.7829,0.2639,0.5137,289,41,14.19,2.0182E+12,F
MCD15A3H,Lai_500m,A2018197,16/07/2018,1.4,6.9,581.3,5.5,4.8849,0.3944,0.628,289,119,41.18,2.0182E+12,4.6
MCD15A3H,Lai_500m,A2018201,20/07/2018,0.6,6.4,317.9,5.8,3.2111,3.0672,1.7514,289,99,34.26,2.01821E+12,F
MCD15A3H,Lai_500m,A2018205,24/07/2018,0.8,6.8,549.4,6,3.2898,3.1608,1.7779,289,167,57.79,2.01821E+12,F
MCD15A3H,Lai_500m,A2018209,28/07/2018,0.7,6,292.6001,5.3,2.7346,3.0071,1.7341,289,107,37.02,2.01821E+12,5
MCD15A3H,Lai_500m,A2018213,01/08/2018,0.6,6.7,474.8998,6.1,3.9575,3.3651,1.8344,289,120,41.52,2.01822E+12,F
MCD15A3H,Lai_500m,A2018217,05/08/2018,0.6,6.3,288.1001,5.7,2.6925,3.7685,1.9413,289,107,37.02,2.01823E+12,F
MCD15A3H,Lai_500m,A2018221,09/08/2018,1,6.8,564,5.8,3.8108,2.5641,1.6013,289,148,51.21,2.01823E+12,F
MCD15A3H,Lai_500m,A2018225,13/08/2018,0.8,6.8,715.8999,6,4.2868,3.4736,1.8638,289,167,57.79,2.01823E+12,1.1
MCD15A3H,Lai_500m,A2018229,17/08/2018,1.8,6.7,956.4001,4.9,3.3093,1.4859,1.219,289,289,100,2.01824E+12,2.3
MCD15A3H,Lai_500m,A2018233,21/08/2018,0.7,6.1,473.9999,5.4,3.1812,3.1872,1.7853,289,149,51.56,2.01824E+12,5.1
MCD15A3H,Lai_500m,A2018237,25/08/2018,0.9,6.7,978.6002,5.8,3.9943,2.7004,1.6433,289,245,84.78,2.01824E+12,1.1
MCD15A3H,Lai_500m,A2018241,29/08/2018,0.4,6.4,597.4,6,3.9563,2.128,1.4588,289,151,52.25,2.01825E+12,5
MCD15A3H,Lai_500m,A2018245,02/09/2018,0.7,6.8,1221.1,6.1,4.8844,2.2278,1.4926,289,250,86.51,2.01825E+12,5.6
MCD15A3H,Lai_500m,A2018249,06/09/2018,0.8,6.7,399.1,5.9,4.2914,3.8823,1.9704,289,93,32.18,2.01825E+12,F
MCD15A3H,Lai_500m,A2018253,10/09/2018,0.7,6.9,1179.7998,6.2,4.9158,1.7287,1.3148,289,240,83.04,2.01826E+12,5.1
MCD15A3H,Lai_500m,A2018257,14/09/2018,1.1,6.9,1138.7004,5.8,4.3628,2.3016,1.5171,289,261,90.31,2.01826E+12,5.8
MCD15A3H,Lai_500m,A2018261,18/09/2018,2.4,6.8,1546.5989,4.4,5.3516,0.2505,0.5005,289,289,100,2.01827E+12,5
MCD15A3H,Lai_500m,A2018265,22/09/2018,2.4,6.8,1517.901,4.4,5.3447,0.298,0.5459,289,284,98.27,2.01827E+12,5.2
MCD15A3H,Lai_500m,A2018269,26/09/2018,1.5,6.8,928.8999,5.3,4.0921,1.3103,1.1447,289,227,78.55,2.01828E+12,5.4
MCD15A3H,Lai_500m,A2018273,30/09/2018,0.8,6.8,1253,6,4.491,2.2873,1.5124,289,279,96.54,2.01828E+12,4.9
MCD15A3H,Lai_500m,A2018277,04/10/2018,0.5,6.6,1201.2996,6.1,4.2003,1.9167,1.3844,289,286,98.96,2.01829E+12,4.8
